,receptor,pathway,tf,tf_PPR,category,subcategory
5555,IL31RA_OSMR,PI3K-Akt signaling pathway,NFKB1,0.010200422,Environmental Information Processing,Signal transduction
5556,IL31RA_OSMR,PI3K-Akt signaling pathway,NR4A1,0.008931274,Environmental Information Processing,Signal transduction
5557,IL31RA_OSMR,PI3K-Akt signaling pathway,PRKCA,0.023151611,Environmental Information Processing,Signal transduction
5558,IL31RA_OSMR,PI3K-Akt signaling pathway,RBL2,0.006875851,Environmental Information Processing,Signal transduction
5559,IL31RA_OSMR,PI3K-Akt signaling pathway,RELA,0.010200422,Environmental Information Processing,Signal transduction
5560,IL31RA_OSMR,PI3K-Akt signaling pathway,RXRA,0.00640463,Environmental Information Processing,Signal transduction
5561,IL31RA_OSMR,PI3K-Akt signaling pathway,TP53,0.010200422,Environmental Information Processing,Signal transduction
5562,IL31RA_OSMR,PI3K-Akt signaling pathway,MDM2,0.008931274,Environmental Information Processing,Signal transduction
5563,OSMR_IL6ST,PI3K-Akt signaling pathway,AKT1,0.104134241,Environmental Information Processing,Signal transduction
5564,OSMR_IL6ST,PI3K-Akt signaling pathway,AKT2,0.104134241,Environmental Information Processing,Signal transduction
5565,OSMR_IL6ST,PI3K-Akt signaling pathway,AKT3,0.104134241,Environmental Information Processing,Signal transduction
5566,OSMR_IL6ST,PI3K-Akt signaling pathway,ATF2,0.008931274,Environmental Information Processing,Signal transduction
5567,OSMR_IL6ST,PI3K-Akt signaling pathway,ATF4,0.008931274,Environmental Information Processing,Signal transduction
5568,OSMR_IL6ST,PI3K-Akt signaling pathway,ATF6B,0.008931274,Environmental Information Processing,Signal transduction
5569,OSMR_IL6ST,PI3K-Akt signaling pathway,BRCA1,0.008931274,Environmental Information Processing,Signal transduction
5570,OSMR_IL6ST,PI3K-Akt signaling pathway,CCND1,0.025214757,Environmental Information Processing,Signal transduction
5571,OSMR_IL6ST,PI3K-Akt signaling pathway,CDKN1A,0.008931274,Environmental Information Processing,Signal transduction
5572,OSMR_IL6ST,PI3K-Akt signaling pathway,CREB1,0.008931274,Environmental Information Processing,Signal transduction
5573,OSMR_IL6ST,PI3K-Akt signaling pathway,CREB3,0.008931274,Environmental Information Processing,Signal transduction
5574,OSMR_IL6ST,PI3K-Akt signaling pathway,CREB3L1,0.008931274,Environmental Information Processing,Signal transduction
5575,OSMR_IL6ST,PI3K-Akt signaling pathway,CREB3L2,0.008931274,Environmental Information Processing,Signal transduction
5576,OSMR_IL6ST,PI3K-Akt signaling pathway,CREB3L3,0.008931274,Environmental Information Processing,Signal transduction
5577,OSMR_IL6ST,PI3K-Akt signaling pathway,CREB3L4,0.008931274,Environmental Information Processing,Signal transduction
5578,OSMR_IL6ST,PI3K-Akt signaling pathway,CREB5,0.008931274,Environmental Information Processing,Signal transduction
5579,OSMR_IL6ST,PI3K-Akt signaling pathway,FOXO3,0.010040031,Environmental Information Processing,Signal transduction
5580,OSMR_IL6ST,PI3K-Akt signaling pathway,IKBKB,0.008931274,Environmental Information Processing,Signal transduction
5581,OSMR_IL6ST,PI3K-Akt signaling pathway,IKBKG,0.008931274,Environmental Information Processing,Signal transduction
5582,OSMR_IL6ST,PI3K-Akt signaling pathway,MAPK1,0.01379503,Environmental Information Processing,Signal transduction
5583,OSMR_IL6ST,PI3K-Akt signaling pathway,MAPK3,0.01379503,Environmental Information Processing,Signal transduction
5584,OSMR_IL6ST,PI3K-Akt signaling pathway,MYB,0.006944017,Environmental Information Processing,Signal transduction
5585,OSMR_IL6ST,PI3K-Akt signaling pathway,MYC,0.00640463,Environmental Information Processing,Signal transduction
5586,OSMR_IL6ST,PI3K-Akt signaling pathway,NFKB1,0.010200422,Environmental Information Processing,Signal transduction
5587,OSMR_IL6ST,PI3K-Akt signaling pathway,NR4A1,0.008931274,Environmental Information Processing,Signal transduction
5588,OSMR_IL6ST,PI3K-Akt signaling pathway,PRKCA,0.023151611,Environmental Information Processing,Signal transduction
5589,OSMR_IL6ST,PI3K-Akt signaling pathway,RBL2,0.006875851,Environmental Information Processing,Signal transduction
5590,OSMR_IL6ST,PI3K-Akt signaling pathway,RELA,0.010200422,Environmental Information Processing,Signal transduction
5591,OSMR_IL6ST,PI3K-Akt signaling pathway,RXRA,0.00640463,Environmental Information Processing,Signal transduction
5592,OSMR_IL6ST,PI3K-Akt signaling pathway,TP53,0.010200422,Environmental Information Processing,Signal transduction
5593,OSMR_IL6ST,PI3K-Akt signaling pathway,MDM2,0.008931274,Environmental Information Processing,Signal transduction
5594,ITGA5_ITGB1,PI3K-Akt signaling pathway,AKT1,0.104134241,Environmental Information Processing,Signal transduction
5595,ITGA5_ITGB1,PI3K-Akt signaling pathway,AKT2,0.104134241,Environmental Information Processing,Signal transduction
5596,ITGA5_ITGB1,PI3K-Akt signaling pathway,AKT3,0.104134241,Environmental Information Processing,Signal transduction
5597,ITGA5_ITGB1,PI3K-Akt signaling pathway,ATF2,0.008931274,Environmental Information Processing,Signal transduction
5598,ITGA5_ITGB1,PI3K-Akt signaling pathway,ATF4,0.008931274,Environmental Information Processing,Signal transduction
5599,ITGA5_ITGB1,PI3K-Akt signaling pathway,ATF6B,0.008931274,Environmental Information Processing,Signal transduction
5600,ITGA5_ITGB1,PI3K-Akt signaling pathway,BRCA1,0.008931274,Environmental Information Processing,Signal transduction
5601,ITGA5_ITGB1,PI3K-Akt signaling pathway,CCND1,0.025214757,Environmental Information Processing,Signal transduction
5602,ITGA5_ITGB1,PI3K-Akt signaling pathway,CDKN1A,0.008931274,Environmental Information Processing,Signal transduction
5603,ITGA5_ITGB1,PI3K-Akt signaling pathway,CREB1,0.008931274,Environmental Information Processing,Signal transduction
5604,ITGA5_ITGB1,PI3K-Akt signaling pathway,CREB3,0.008931274,Environmental Information Processing,Signal transduction
5605,ITGA5_ITGB1,PI3K-Akt signaling pathway,CREB3L1,0.008931274,Environmental Information Processing,Signal transduction
5606,ITGA5_ITGB1,PI3K-Akt signaling pathway,CREB3L2,0.008931274,Environmental Information Processing,Signal transduction
5607,ITGA5_ITGB1,PI3K-Akt signaling pathway,CREB3L3,0.008931274,Environmental Information Processing,Signal transduction
5608,ITGA5_ITGB1,PI3K-Akt signaling pathway,CREB3L4,0.008931274,Environmental Information Processing,Signal transduction
5609,ITGA5_ITGB1,PI3K-Akt signaling pathway,CREB5,0.008931274,Environmental Information Processing,Signal transduction
5610,ITGA5_ITGB1,PI3K-Akt signaling pathway,FOXO3,0.010040031,Environmental Information Processing,Signal transduction
5611,ITGA5_ITGB1,PI3K-Akt signaling pathway,IKBKB,0.008931274,Environmental Information Processing,Signal transduction
5612,ITGA5_ITGB1,PI3K-Akt signaling pathway,IKBKG,0.008931274,Environmental Information Processing,Signal transduction
5613,ITGA5_ITGB1,PI3K-Akt signaling pathway,MAPK1,0.01379503,Environmental Information Processing,Signal transduction
5614,ITGA5_ITGB1,PI3K-Akt signaling pathway,MAPK3,0.01379503,Environmental Information Processing,Signal transduction
5615,ITGA5_ITGB1,PI3K-Akt signaling pathway,MYB,0.006944017,Environmental Information Processing,Signal transduction
5616,ITGA5_ITGB1,PI3K-Akt signaling pathway,MYC,0.00640463,Environmental Information Processing,Signal transduction
5617,ITGA5_ITGB1,PI3K-Akt signaling pathway,NFKB1,0.010200422,Environmental Information Processing,Signal transduction
5618,ITGA5_ITGB1,PI3K-Akt signaling pathway,NR4A1,0.008931274,Environmental Information Processing,Signal transduction
5619,ITGA5_ITGB1,PI3K-Akt signaling pathway,PRKCA,0.023151611,Environmental Information Processing,Signal transduction
5620,ITGA5_ITGB1,PI3K-Akt signaling pathway,RBL2,0.006875851,Environmental Information Processing,Signal transduction
5621,ITGA5_ITGB1,PI3K-Akt signaling pathway,RELA,0.010200422,Environmental Information Processing,Signal transduction
5622,ITGA5_ITGB1,PI3K-Akt signaling pathway,RXRA,0.00640463,Environmental Information Processing,Signal transduction
5623,ITGA5_ITGB1,PI3K-Akt signaling pathway,TP53,0.010200422,Environmental Information Processing,Signal transduction
5624,ITGA5_ITGB1,PI3K-Akt signaling pathway,MDM2,0.008931274,Environmental Information Processing,Signal transduction
5625,ITGAV_ITGB1,PI3K-Akt signaling pathway,AKT1,0.104134241,Environmental Information Processing,Signal transduction
5626,ITGAV_ITGB1,PI3K-Akt signaling pathway,AKT2,0.104134241,Environmental Information Processing,Signal transduction
5627,ITGAV_ITGB1,PI3K-Akt signaling pathway,AKT3,0.104134241,Environmental Information Processing,Signal transduction
5628,ITGAV_ITGB1,PI3K-Akt signaling pathway,ATF2,0.008931274,Environmental Information Processing,Signal transduction
5629,ITGAV_ITGB1,PI3K-Akt signaling pathway,ATF4,0.008931274,Environmental Information Processing,Signal transduction
5630,ITGAV_ITGB1,PI3K-Akt signaling pathway,ATF6B,0.008931274,Environmental Information Processing,Signal transduction
5631,ITGAV_ITGB1,PI3K-Akt signaling pathway,BRCA1,0.008931274,Environmental Information Processing,Signal transduction
5632,ITGAV_ITGB1,PI3K-Akt signaling pathway,CCND1,0.025214757,Environmental Information Processing,Signal transduction
5633,ITGAV_ITGB1,PI3K-Akt signaling pathway,CDKN1A,0.008931274,Environmental Information Processing,Signal transduction
5634,ITGAV_ITGB1,PI3K-Akt signaling pathway,CREB1,0.008931274,Environmental Information Processing,Signal transduction
5635,ITGAV_ITGB1,PI3K-Akt signaling pathway,CREB3,0.008931274,Environmental Information Processing,Signal transduction
5636,ITGAV_ITGB1,PI3K-Akt signaling pathway,CREB3L1,0.008931274,Environmental Information Processing,Signal transduction
5637,ITGAV_ITGB1,PI3K-Akt signaling pathway,CREB3L2,0.008931274,Environmental Information Processing,Signal transduction
5638,ITGAV_ITGB1,PI3K-Akt signaling pathway,CREB3L3,0.008931274,Environmental Information Processing,Signal transduction
5639,ITGAV_ITGB1,PI3K-Akt signaling pathway,CREB3L4,0.008931274,Environmental Information Processing,Signal transduction
5640,ITGAV_ITGB1,PI3K-Akt signaling pathway,CREB5,0.008931274,Environmental Information Processing,Signal transduction
5641,ITGAV_ITGB1,PI3K-Akt signaling pathway,FOXO3,0.010040031,Environmental Information Processing,Signal transduction
5642,ITGAV_ITGB1,PI3K-Akt signaling pathway,IKBKB,0.008931274,Environmental Information Processing,Signal transduction
5643,ITGAV_ITGB1,PI3K-Akt signaling pathway,IKBKG,0.008931274,Environmental Information Processing,Signal transduction
5644,ITGAV_ITGB1,PI3K-Akt signaling pathway,MAPK1,0.01379503,Environmental Information Processing,Signal transduction
5645,ITGAV_ITGB1,PI3K-Akt signaling pathway,MAPK3,0.01379503,Environmental Information Processing,Signal transduction
5646,ITGAV_ITGB1,PI3K-Akt signaling pathway,MYB,0.006944017,Environmental Information Processing,Signal transduction
5647,ITGAV_ITGB1,PI3K-Akt signaling pathway,MYC,0.00640463,Environmental Information Processing,Signal transduction
5648,ITGAV_ITGB1,PI3K-Akt signaling pathway,NFKB1,0.010200422,Environmental Information Processing,Signal transduction
5649,ITGAV_ITGB1,PI3K-Akt signaling pathway,NR4A1,0.008931274,Environmental Information Processing,Signal transduction
5650,ITGAV_ITGB1,PI3K-Akt signaling pathway,PRKCA,0.023151611,Environmental Information Processing,Signal transduction
5651,ITGAV_ITGB1,PI3K-Akt signaling pathway,RBL2,0.006875851,Environmental Information Processing,Signal transduction
5652,ITGAV_ITGB1,PI3K-Akt signaling pathway,RELA,0.010200422,Environmental Information Processing,Signal transduction
5653,ITGAV_ITGB1,PI3K-Akt signaling pathway,RXRA,0.00640463,Environmental Information Processing,Signal transduction
5654,ITGAV_ITGB1,PI3K-Akt signaling pathway,TP53,0.010200422,Environmental Information Processing,Signal transduction
5655,ITGAV_ITGB1,PI3K-Akt signaling pathway,MDM2,0.008931274,Environmental Information Processing,Signal transduction
5656,ITGAV_ITGB5,PI3K-Akt signaling pathway,AKT1,0.104134241,Environmental Information Processing,Signal transduction
5657,ITGAV_ITGB5,PI3K-Akt signaling pathway,AKT2,0.104134241,Environmental Information Processing,Signal transduction
5658,ITGAV_ITGB5,PI3K-Akt signaling pathway,AKT3,0.104134241,Environmental Information Processing,Signal transduction
5659,ITGAV_ITGB5,PI3K-Akt signaling pathway,ATF2,0.008931274,Environmental Information Processing,Signal transduction
5660,ITGAV_ITGB5,PI3K-Akt signaling pathway,ATF4,0.008931274,Environmental Information Processing,Signal transduction
5661,ITGAV_ITGB5,PI3K-Akt signaling pathway,ATF6B,0.008931274,Environmental Information Processing,Signal transduction
5662,ITGAV_ITGB5,PI3K-Akt signaling pathway,BRCA1,0.008931274,Environmental Information Processing,Signal transduction
5663,ITGAV_ITGB5,PI3K-Akt signaling pathway,CCND1,0.025214757,Environmental Information Processing,Signal transduction
5664,ITGAV_ITGB5,PI3K-Akt signaling pathway,CDKN1A,0.008931274,Environmental Information Processing,Signal transduction
5665,ITGAV_ITGB5,PI3K-Akt signaling pathway,CREB1,0.008931274,Environmental Information Processing,Signal transduction
5666,ITGAV_ITGB5,PI3K-Akt signaling pathway,CREB3,0.008931274,Environmental Information Processing,Signal transduction
5667,ITGAV_ITGB5,PI3K-Akt signaling pathway,CREB3L1,0.008931274,Environmental Information Processing,Signal transduction
5668,ITGAV_ITGB5,PI3K-Akt signaling pathway,CREB3L2,0.008931274,Environmental Information Processing,Signal transduction
5669,ITGAV_ITGB5,PI3K-Akt signaling pathway,CREB3L3,0.008931274,Environmental Information Processing,Signal transduction
5670,ITGAV_ITGB5,PI3K-Akt signaling pathway,CREB3L4,0.008931274,Environmental Information Processing,Signal transduction
5671,ITGAV_ITGB5,PI3K-Akt signaling pathway,CREB5,0.008931274,Environmental Information Processing,Signal transduction
5672,ITGAV_ITGB5,PI3K-Akt signaling pathway,FOXO3,0.010040031,Environmental Information Processing,Signal transduction
5673,ITGAV_ITGB5,PI3K-Akt signaling pathway,IKBKB,0.008931274,Environmental Information Processing,Signal transduction
5674,ITGAV_ITGB5,PI3K-Akt signaling pathway,IKBKG,0.008931274,Environmental Information Processing,Signal transduction
5675,ITGAV_ITGB5,PI3K-Akt signaling pathway,MAPK1,0.01379503,Environmental Information Processing,Signal transduction
5676,ITGAV_ITGB5,PI3K-Akt signaling pathway,MAPK3,0.01379503,Environmental Information Processing,Signal transduction
5677,ITGAV_ITGB5,PI3K-Akt signaling pathway,MYB,0.006944017,Environmental Information Processing,Signal transduction
5678,ITGAV_ITGB5,PI3K-Akt signaling pathway,MYC,0.00640463,Environmental Information Processing,Signal transduction
5679,ITGAV_ITGB5,PI3K-Akt signaling pathway,NFKB1,0.010200422,Environmental Information Processing,Signal transduction
5680,ITGAV_ITGB5,PI3K-Akt signaling pathway,NR4A1,0.008931274,Environmental Information Processing,Signal transduction
5681,ITGAV_ITGB5,PI3K-Akt signaling pathway,PRKCA,0.023151611,Environmental Information Processing,Signal transduction
5682,ITGAV_ITGB5,PI3K-Akt signaling pathway,RBL2,0.006875851,Environmental Information Processing,Signal transduction
5683,ITGAV_ITGB5,PI3K-Akt signaling pathway,RELA,0.010200422,Environmental Information Processing,Signal transduction
5684,ITGAV_ITGB5,PI3K-Akt signaling pathway,RXRA,0.00640463,Environmental Information Processing,Signal transduction
5685,ITGAV_ITGB5,PI3K-Akt signaling pathway,TP53,0.010200422,Environmental Information Processing,Signal transduction
5686,ITGAV_ITGB5,PI3K-Akt signaling pathway,MDM2,0.008931274,Environmental Information Processing,Signal transduction
5687,ITGA4_ITGB1,PI3K-Akt signaling pathway,AKT1,0.104134241,Environmental Information Processing,Signal transduction
5688,ITGA4_ITGB1,PI3K-Akt signaling pathway,AKT2,0.104134241,Environmental Information Processing,Signal transduction
5689,ITGA4_ITGB1,PI3K-Akt signaling pathway,AKT3,0.104134241,Environmental Information Processing,Signal transduction
5690,ITGA4_ITGB1,PI3K-Akt signaling pathway,ATF2,0.008931274,Environmental Information Processing,Signal transduction
5691,ITGA4_ITGB1,PI3K-Akt signaling pathway,ATF4,0.008931274,Environmental Information Processing,Signal transduction
5692,ITGA4_ITGB1,PI3K-Akt signaling pathway,ATF6B,0.008931274,Environmental Information Processing,Signal transduction
5693,ITGA4_ITGB1,PI3K-Akt signaling pathway,BRCA1,0.008931274,Environmental Information Processing,Signal transduction
5694,ITGA4_ITGB1,PI3K-Akt signaling pathway,CCND1,0.025214757,Environmental Information Processing,Signal transduction
5695,ITGA4_ITGB1,PI3K-Akt signaling pathway,CDKN1A,0.008931274,Environmental Information Processing,Signal transduction
5696,ITGA4_ITGB1,PI3K-Akt signaling pathway,CREB1,0.008931274,Environmental Information Processing,Signal transduction
5697,ITGA4_ITGB1,PI3K-Akt signaling pathway,CREB3,0.008931274,Environmental Information Processing,Signal transduction
5698,ITGA4_ITGB1,PI3K-Akt signaling pathway,CREB3L1,0.008931274,Environmental Information Processing,Signal transduction
5699,ITGA4_ITGB1,PI3K-Akt signaling pathway,CREB3L2,0.008931274,Environmental Information Processing,Signal transduction
5700,ITGA4_ITGB1,PI3K-Akt signaling pathway,CREB3L3,0.008931274,Environmental Information Processing,Signal transduction
5701,ITGA4_ITGB1,PI3K-Akt signaling pathway,CREB3L4,0.008931274,Environmental Information Processing,Signal transduction
5702,ITGA4_ITGB1,PI3K-Akt signaling pathway,CREB5,0.008931274,Environmental Information Processing,Signal transduction
5703,ITGA4_ITGB1,PI3K-Akt signaling pathway,FOXO3,0.010040031,Environmental Information Processing,Signal transduction
5704,ITGA4_ITGB1,PI3K-Akt signaling pathway,IKBKB,0.008931274,Environmental Information Processing,Signal transduction
5705,ITGA4_ITGB1,PI3K-Akt signaling pathway,IKBKG,0.008931274,Environmental Information Processing,Signal transduction
5706,ITGA4_ITGB1,PI3K-Akt signaling pathway,MAPK1,0.01379503,Environmental Information Processing,Signal transduction
5707,ITGA4_ITGB1,PI3K-Akt signaling pathway,MAPK3,0.01379503,Environmental Information Processing,Signal transduction
5708,ITGA4_ITGB1,PI3K-Akt signaling pathway,MYB,0.006944017,Environmental Information Processing,Signal transduction
5709,ITGA4_ITGB1,PI3K-Akt signaling pathway,MYC,0.00640463,Environmental Information Processing,Signal transduction
5710,ITGA4_ITGB1,PI3K-Akt signaling pathway,NFKB1,0.010200422,Environmental Information Processing,Signal transduction
5711,ITGA4_ITGB1,PI3K-Akt signaling pathway,NR4A1,0.008931274,Environmental Information Processing,Signal transduction
5712,ITGA4_ITGB1,PI3K-Akt signaling pathway,PRKCA,0.023151611,Environmental Information Processing,Signal transduction
5713,ITGA4_ITGB1,PI3K-Akt signaling pathway,RBL2,0.006875851,Environmental Information Processing,Signal transduction
5714,ITGA4_ITGB1,PI3K-Akt signaling pathway,RELA,0.010200422,Environmental Information Processing,Signal transduction
5715,ITGA4_ITGB1,PI3K-Akt signaling pathway,RXRA,0.00640463,Environmental Information Processing,Signal transduction
5716,ITGA4_ITGB1,PI3K-Akt signaling pathway,TP53,0.010200422,Environmental Information Processing,Signal transduction
5717,ITGA4_ITGB1,PI3K-Akt signaling pathway,MDM2,0.008931274,Environmental Information Processing,Signal transduction
5718,ITGA9_ITGB1,PI3K-Akt signaling pathway,AKT1,0.104134241,Environmental Information Processing,Signal transduction
5719,ITGA9_ITGB1,PI3K-Akt signaling pathway,AKT2,0.104134241,Environmental Information Processing,Signal transduction
5720,ITGA9_ITGB1,PI3K-Akt signaling pathway,AKT3,0.104134241,Environmental Information Processing,Signal transduction
5721,ITGA9_ITGB1,PI3K-Akt signaling pathway,ATF2,0.008931274,Environmental Information Processing,Signal transduction
5722,ITGA9_ITGB1,PI3K-Akt signaling pathway,ATF4,0.008931274,Environmental Information Processing,Signal transduction
5723,ITGA9_ITGB1,PI3K-Akt signaling pathway,ATF6B,0.008931274,Environmental Information Processing,Signal transduction
5724,ITGA9_ITGB1,PI3K-Akt signaling pathway,BRCA1,0.008931274,Environmental Information Processing,Signal transduction
5725,ITGA9_ITGB1,PI3K-Akt signaling pathway,CCND1,0.025214757,Environmental Information Processing,Signal transduction
5726,ITGA9_ITGB1,PI3K-Akt signaling pathway,CDKN1A,0.008931274,Environmental Information Processing,Signal transduction
5727,ITGA9_ITGB1,PI3K-Akt signaling pathway,CREB1,0.008931274,Environmental Information Processing,Signal transduction
5728,ITGA9_ITGB1,PI3K-Akt signaling pathway,CREB3,0.008931274,Environmental Information Processing,Signal transduction
5729,ITGA9_ITGB1,PI3K-Akt signaling pathway,CREB3L1,0.008931274,Environmental Information Processing,Signal transduction
5730,ITGA9_ITGB1,PI3K-Akt signaling pathway,CREB3L2,0.008931274,Environmental Information Processing,Signal transduction
5731,ITGA9_ITGB1,PI3K-Akt signaling pathway,CREB3L3,0.008931274,Environmental Information Processing,Signal transduction
5732,ITGA9_ITGB1,PI3K-Akt signaling pathway,CREB3L4,0.008931274,Environmental Information Processing,Signal transduction
5733,ITGA9_ITGB1,PI3K-Akt signaling pathway,CREB5,0.008931274,Environmental Information Processing,Signal transduction
5734,ITGA9_ITGB1,PI3K-Akt signaling pathway,FOXO3,0.010040031,Environmental Information Processing,Signal transduction
5735,ITGA9_ITGB1,PI3K-Akt signaling pathway,IKBKB,0.008931274,Environmental Information Processing,Signal transduction
5736,ITGA9_ITGB1,PI3K-Akt signaling pathway,IKBKG,0.008931274,Environmental Information Processing,Signal transduction
5737,ITGA9_ITGB1,PI3K-Akt signaling pathway,MAPK1,0.01379503,Environmental Information Processing,Signal transduction
5738,ITGA9_ITGB1,PI3K-Akt signaling pathway,MAPK3,0.01379503,Environmental Information Processing,Signal transduction
5739,ITGA9_ITGB1,PI3K-Akt signaling pathway,MYB,0.006944017,Environmental Information Processing,Signal transduction
5740,ITGA9_ITGB1,PI3K-Akt signaling pathway,MYC,0.00640463,Environmental Information Processing,Signal transduction
5741,ITGA9_ITGB1,PI3K-Akt signaling pathway,NFKB1,0.010200422,Environmental Information Processing,Signal transduction
5742,ITGA9_ITGB1,PI3K-Akt signaling pathway,NR4A1,0.008931274,Environmental Information Processing,Signal transduction
5743,ITGA9_ITGB1,PI3K-Akt signaling pathway,PRKCA,0.023151611,Environmental Information Processing,Signal transduction
5744,ITGA9_ITGB1,PI3K-Akt signaling pathway,RBL2,0.006875851,Environmental Information Processing,Signal transduction
5745,ITGA9_ITGB1,PI3K-Akt signaling pathway,RELA,0.010200422,Environmental Information Processing,Signal transduction
5746,ITGA9_ITGB1,PI3K-Akt signaling pathway,RXRA,0.00640463,Environmental Information Processing,Signal transduction
5747,ITGA9_ITGB1,PI3K-Akt signaling pathway,TP53,0.010200422,Environmental Information Processing,Signal transduction
5748,ITGA9_ITGB1,PI3K-Akt signaling pathway,MDM2,0.008931274,Environmental Information Processing,Signal transduction
5749,ITGA8_ITGB1,PI3K-Akt signaling pathway,AKT1,0.104134241,Environmental Information Processing,Signal transduction
5750,ITGA8_ITGB1,PI3K-Akt signaling pathway,AKT2,0.104134241,Environmental Information Processing,Signal transduction
5751,ITGA8_ITGB1,PI3K-Akt signaling pathway,AKT3,0.104134241,Environmental Information Processing,Signal transduction
5752,ITGA8_ITGB1,PI3K-Akt signaling pathway,ATF2,0.008931274,Environmental Information Processing,Signal transduction
5753,ITGA8_ITGB1,PI3K-Akt signaling pathway,ATF4,0.008931274,Environmental Information Processing,Signal transduction
5754,ITGA8_ITGB1,PI3K-Akt signaling pathway,ATF6B,0.008931274,Environmental Information Processing,Signal transduction
5755,ITGA8_ITGB1,PI3K-Akt signaling pathway,BRCA1,0.008931274,Environmental Information Processing,Signal transduction
5756,ITGA8_ITGB1,PI3K-Akt signaling pathway,CCND1,0.025214757,Environmental Information Processing,Signal transduction
5757,ITGA8_ITGB1,PI3K-Akt signaling pathway,CDKN1A,0.008931274,Environmental Information Processing,Signal transduction
5758,ITGA8_ITGB1,PI3K-Akt signaling pathway,CREB1,0.008931274,Environmental Information Processing,Signal transduction
5759,ITGA8_ITGB1,PI3K-Akt signaling pathway,CREB3,0.008931274,Environmental Information Processing,Signal transduction
5760,ITGA8_ITGB1,PI3K-Akt signaling pathway,CREB3L1,0.008931274,Environmental Information Processing,Signal transduction
5761,ITGA8_ITGB1,PI3K-Akt signaling pathway,CREB3L2,0.008931274,Environmental Information Processing,Signal transduction
5762,ITGA8_ITGB1,PI3K-Akt signaling pathway,CREB3L3,0.008931274,Environmental Information Processing,Signal transduction
5763,ITGA8_ITGB1,PI3K-Akt signaling pathway,CREB3L4,0.008931274,Environmental Information Processing,Signal transduction
5764,ITGA8_ITGB1,PI3K-Akt signaling pathway,CREB5,0.008931274,Environmental Information Processing,Signal transduction
5765,ITGA8_ITGB1,PI3K-Akt signaling pathway,FOXO3,0.010040031,Environmental Information Processing,Signal transduction
5766,ITGA8_ITGB1,PI3K-Akt signaling pathway,IKBKB,0.008931274,Environmental Information Processing,Signal transduction
5767,ITGA8_ITGB1,PI3K-Akt signaling pathway,IKBKG,0.008931274,Environmental Information Processing,Signal transduction
5768,ITGA8_ITGB1,PI3K-Akt signaling pathway,MAPK1,0.01379503,Environmental Information Processing,Signal transduction
5769,ITGA8_ITGB1,PI3K-Akt signaling pathway,MAPK3,0.01379503,Environmental Information Processing,Signal transduction
5770,ITGA8_ITGB1,PI3K-Akt signaling pathway,MYB,0.006944017,Environmental Information Processing,Signal transduction
5771,ITGA8_ITGB1,PI3K-Akt signaling pathway,MYC,0.00640463,Environmental Information Processing,Signal transduction
5772,ITGA8_ITGB1,PI3K-Akt signaling pathway,NFKB1,0.010200422,Environmental Information Processing,Signal transduction
5773,ITGA8_ITGB1,PI3K-Akt signaling pathway,NR4A1,0.008931274,Environmental Information Processing,Signal transduction
5774,ITGA8_ITGB1,PI3K-Akt signaling pathway,PRKCA,0.023151611,Environmental Information Processing,Signal transduction
5775,ITGA8_ITGB1,PI3K-Akt signaling pathway,RBL2,0.006875851,Environmental Information Processing,Signal transduction
5776,ITGA8_ITGB1,PI3K-Akt signaling pathway,RELA,0.010200422,Environmental Information Processing,Signal transduction
5777,ITGA8_ITGB1,PI3K-Akt signaling pathway,RXRA,0.00640463,Environmental Information Processing,Signal transduction
5778,ITGA8_ITGB1,PI3K-Akt signaling pathway,TP53,0.010200422,Environmental Information Processing,Signal transduction
5779,ITGA8_ITGB1,PI3K-Akt signaling pathway,MDM2,0.008931274,Environmental Information Processing,Signal transduction
5780,ITGA1_ITGB1,PI3K-Akt signaling pathway,AKT1,0.104134241,Environmental Information Processing,Signal transduction
5781,ITGA1_ITGB1,PI3K-Akt signaling pathway,AKT2,0.104134241,Environmental Information Processing,Signal transduction
5782,ITGA1_ITGB1,PI3K-Akt signaling pathway,AKT3,0.104134241,Environmental Information Processing,Signal transduction
5783,ITGA1_ITGB1,PI3K-Akt signaling pathway,ATF2,0.008931274,Environmental Information Processing,Signal transduction
5784,ITGA1_ITGB1,PI3K-Akt signaling pathway,ATF4,0.008931274,Environmental Information Processing,Signal transduction
5785,ITGA1_ITGB1,PI3K-Akt signaling pathway,ATF6B,0.008931274,Environmental Information Processing,Signal transduction
5786,ITGA1_ITGB1,PI3K-Akt signaling pathway,BRCA1,0.008931274,Environmental Information Processing,Signal transduction
5787,ITGA1_ITGB1,PI3K-Akt signaling pathway,CCND1,0.025214757,Environmental Information Processing,Signal transduction
5788,ITGA1_ITGB1,PI3K-Akt signaling pathway,CDKN1A,0.008931274,Environmental Information Processing,Signal transduction
5789,ITGA1_ITGB1,PI3K-Akt signaling pathway,CREB1,0.008931274,Environmental Information Processing,Signal transduction
5790,ITGA1_ITGB1,PI3K-Akt signaling pathway,CREB3,0.008931274,Environmental Information Processing,Signal transduction
5791,ITGA1_ITGB1,PI3K-Akt signaling pathway,CREB3L1,0.008931274,Environmental Information Processing,Signal transduction
5792,ITGA1_ITGB1,PI3K-Akt signaling pathway,CREB3L2,0.008931274,Environmental Information Processing,Signal transduction
5793,ITGA1_ITGB1,PI3K-Akt signaling pathway,CREB3L3,0.008931274,Environmental Information Processing,Signal transduction
