,receptor,pathway,tf,tf_PPR,category,subcategory
1251,Erbb4,ErbB signaling pathway,Stat5a,0.04086983,Environmental Information Processing,Signal transduction
1252,Erbb4,ErbB signaling pathway,Stat5b,0.04086983,Environmental Information Processing,Signal transduction
1253,Erbb4,ErbB signaling pathway,Raf1,0.037098683,Environmental Information Processing,Signal transduction
1254,Egfr,ErbB signaling pathway,Akt1,0.036569311,Environmental Information Processing,Signal transduction
1255,Egfr,ErbB signaling pathway,Elk1,0.032783797,Environmental Information Processing,Signal transduction
1256,Egfr,ErbB signaling pathway,Jun,0.018421363,Environmental Information Processing,Signal transduction
1257,Egfr,ErbB signaling pathway,Mapk1,0.033793964,Environmental Information Processing,Signal transduction
1258,Egfr,ErbB signaling pathway,Mapk10,0.029463065,Environmental Information Processing,Signal transduction
1259,Egfr,ErbB signaling pathway,Mapk3,0.033793964,Environmental Information Processing,Signal transduction
1260,Egfr,ErbB signaling pathway,Mapk8,0.029463065,Environmental Information Processing,Signal transduction
1261,Egfr,ErbB signaling pathway,Mapk9,0.029463065,Environmental Information Processing,Signal transduction
1262,Egfr,ErbB signaling pathway,Myc,0.020261995,Environmental Information Processing,Signal transduction
1263,Egfr,ErbB signaling pathway,Sos1,0.02872433,Environmental Information Processing,Signal transduction
1264,Egfr,ErbB signaling pathway,Sos2,0.02872433,Environmental Information Processing,Signal transduction
1265,Egfr,ErbB signaling pathway,Stat5a,0.026647967,Environmental Information Processing,Signal transduction
1266,Egfr,ErbB signaling pathway,Stat5b,0.026647967,Environmental Information Processing,Signal transduction
1267,Egfr,ErbB signaling pathway,Abl1,0.02567319,Environmental Information Processing,Signal transduction
1268,Egfr,ErbB signaling pathway,Raf1,0.031667514,Environmental Information Processing,Signal transduction
1269,Erbb3,ErbB signaling pathway,Akt1,0.078573361,Environmental Information Processing,Signal transduction
1270,Erbb3,ErbB signaling pathway,Elk1,0.02460677,Environmental Information Processing,Signal transduction
1271,Erbb3,ErbB signaling pathway,Mapk1,0.035573778,Environmental Information Processing,Signal transduction
1272,Erbb3,ErbB signaling pathway,Mapk3,0.035573778,Environmental Information Processing,Signal transduction
1273,Erbb3,ErbB signaling pathway,Myc,0.01904369,Environmental Information Processing,Signal transduction
1274,Erbb3,ErbB signaling pathway,Sos1,0.044188749,Environmental Information Processing,Signal transduction
1275,Erbb3,ErbB signaling pathway,Sos2,0.044188749,Environmental Information Processing,Signal transduction
1276,Erbb3,ErbB signaling pathway,Raf1,0.039187314,Environmental Information Processing,Signal transduction
1277,Erbb2,ErbB signaling pathway,Akt1,0.073441203,Environmental Information Processing,Signal transduction
1278,Erbb2,ErbB signaling pathway,Elk1,0.025935526,Environmental Information Processing,Signal transduction
1279,Erbb2,ErbB signaling pathway,Mapk1,0.035771747,Environmental Information Processing,Signal transduction
1280,Erbb2,ErbB signaling pathway,Mapk3,0.035771747,Environmental Information Processing,Signal transduction
1281,Erbb2,ErbB signaling pathway,Myc,0.019642684,Environmental Information Processing,Signal transduction
1282,Erbb2,ErbB signaling pathway,Sos1,0.041425008,Environmental Information Processing,Signal transduction
1283,Erbb2,ErbB signaling pathway,Sos2,0.041425008,Environmental Information Processing,Signal transduction
1284,Erbb2,ErbB signaling pathway,Stat5a,0.04086983,Environmental Information Processing,Signal transduction
1285,Erbb2,ErbB signaling pathway,Stat5b,0.04086983,Environmental Information Processing,Signal transduction
1286,Erbb2,ErbB signaling pathway,Raf1,0.038142999,Environmental Information Processing,Signal transduction
1287,Insr,Ras signaling pathway,Akt1,0.002373426,Environmental Information Processing,Signal transduction
1288,Insr,Ras signaling pathway,Elk1,0.005304232,Environmental Information Processing,Signal transduction
1289,Insr,Ras signaling pathway,Ets1,0.005304232,Environmental Information Processing,Signal transduction
1290,Insr,Ras signaling pathway,Ets2,0.005304232,Environmental Information Processing,Signal transduction
1291,Insr,Ras signaling pathway,Mapk1,0.00490638,Environmental Information Processing,Signal transduction
1292,Insr,Ras signaling pathway,Mapk10,0.004679669,Environmental Information Processing,Signal transduction
1293,Insr,Ras signaling pathway,Mapk3,0.00490638,Environmental Information Processing,Signal transduction
1294,Insr,Ras signaling pathway,Mapk8,0.004679669,Environmental Information Processing,Signal transduction
1295,Insr,Ras signaling pathway,Mapk9,0.004679669,Environmental Information Processing,Signal transduction
1296,Insr,Ras signaling pathway,Nfkb1,0.002669147,Environmental Information Processing,Signal transduction
1297,Insr,Ras signaling pathway,Rel,0.003852078,Environmental Information Processing,Signal transduction
1298,Insr,Ras signaling pathway,Rela,0.002669147,Environmental Information Processing,Signal transduction
1299,Insr,Ras signaling pathway,Sos1,0.062875929,Environmental Information Processing,Signal transduction
1300,Insr,Ras signaling pathway,Sos2,0.062875929,Environmental Information Processing,Signal transduction
1301,Insr,Ras signaling pathway,Abl1,0.006092277,Environmental Information Processing,Signal transduction
1302,Insr,Ras signaling pathway,Foxo4,0.00180628,Environmental Information Processing,Signal transduction
1303,Insr,Ras signaling pathway,Ikbkb,0.00180628,Environmental Information Processing,Signal transduction
1304,Insr,Ras signaling pathway,Raf1,0.007775317,Environmental Information Processing,Signal transduction
1305,Insr,Ras signaling pathway,Rala,0.006092277,Environmental Information Processing,Signal transduction
1306,Insr,Ras signaling pathway,Ikbkg,0.00180628,Environmental Information Processing,Signal transduction
1307,Egfr,Ras signaling pathway,Akt1,0.002373426,Environmental Information Processing,Signal transduction
1308,Egfr,Ras signaling pathway,Elk1,0.005304232,Environmental Information Processing,Signal transduction
1309,Egfr,Ras signaling pathway,Ets1,0.005304232,Environmental Information Processing,Signal transduction
1310,Egfr,Ras signaling pathway,Ets2,0.005304232,Environmental Information Processing,Signal transduction
1311,Egfr,Ras signaling pathway,Mapk1,0.00490638,Environmental Information Processing,Signal transduction
1312,Egfr,Ras signaling pathway,Mapk10,0.004679669,Environmental Information Processing,Signal transduction
1313,Egfr,Ras signaling pathway,Mapk3,0.00490638,Environmental Information Processing,Signal transduction
1314,Egfr,Ras signaling pathway,Mapk8,0.004679669,Environmental Information Processing,Signal transduction
1315,Egfr,Ras signaling pathway,Mapk9,0.004679669,Environmental Information Processing,Signal transduction
1316,Egfr,Ras signaling pathway,Nfkb1,0.002669147,Environmental Information Processing,Signal transduction
1317,Egfr,Ras signaling pathway,Rel,0.003852078,Environmental Information Processing,Signal transduction
1318,Egfr,Ras signaling pathway,Rela,0.002669147,Environmental Information Processing,Signal transduction
1319,Egfr,Ras signaling pathway,Sos1,0.062875929,Environmental Information Processing,Signal transduction
1320,Egfr,Ras signaling pathway,Sos2,0.062875929,Environmental Information Processing,Signal transduction
1321,Egfr,Ras signaling pathway,Abl1,0.006092277,Environmental Information Processing,Signal transduction
1322,Egfr,Ras signaling pathway,Foxo4,0.00180628,Environmental Information Processing,Signal transduction
1323,Egfr,Ras signaling pathway,Ikbkb,0.00180628,Environmental Information Processing,Signal transduction
1324,Egfr,Ras signaling pathway,Raf1,0.007775317,Environmental Information Processing,Signal transduction
1325,Egfr,Ras signaling pathway,Rala,0.006092277,Environmental Information Processing,Signal transduction
1326,Egfr,Ras signaling pathway,Ikbkg,0.00180628,Environmental Information Processing,Signal transduction
1327,Tek,Ras signaling pathway,Akt1,0.002373426,Environmental Information Processing,Signal transduction
1328,Tek,Ras signaling pathway,Elk1,0.005304232,Environmental Information Processing,Signal transduction
1329,Tek,Ras signaling pathway,Ets1,0.005304232,Environmental Information Processing,Signal transduction
1330,Tek,Ras signaling pathway,Ets2,0.005304232,Environmental Information Processing,Signal transduction
1331,Tek,Ras signaling pathway,Mapk1,0.00490638,Environmental Information Processing,Signal transduction
1332,Tek,Ras signaling pathway,Mapk10,0.004679669,Environmental Information Processing,Signal transduction
1333,Tek,Ras signaling pathway,Mapk3,0.00490638,Environmental Information Processing,Signal transduction
1334,Tek,Ras signaling pathway,Mapk8,0.004679669,Environmental Information Processing,Signal transduction
1335,Tek,Ras signaling pathway,Mapk9,0.004679669,Environmental Information Processing,Signal transduction
1336,Tek,Ras signaling pathway,Nfkb1,0.002669147,Environmental Information Processing,Signal transduction
1337,Tek,Ras signaling pathway,Rel,0.003852078,Environmental Information Processing,Signal transduction
1338,Tek,Ras signaling pathway,Rela,0.002669147,Environmental Information Processing,Signal transduction
1339,Tek,Ras signaling pathway,Sos1,0.062875929,Environmental Information Processing,Signal transduction
1340,Tek,Ras signaling pathway,Sos2,0.062875929,Environmental Information Processing,Signal transduction
1341,Tek,Ras signaling pathway,Abl1,0.006092277,Environmental Information Processing,Signal transduction
1342,Tek,Ras signaling pathway,Foxo4,0.00180628,Environmental Information Processing,Signal transduction
1343,Tek,Ras signaling pathway,Ikbkb,0.00180628,Environmental Information Processing,Signal transduction
1344,Tek,Ras signaling pathway,Raf1,0.007775317,Environmental Information Processing,Signal transduction
1345,Tek,Ras signaling pathway,Rala,0.006092277,Environmental Information Processing,Signal transduction
1346,Tek,Ras signaling pathway,Ikbkg,0.00180628,Environmental Information Processing,Signal transduction
1347,Ngfr,Ras signaling pathway,Akt1,0.002373426,Environmental Information Processing,Signal transduction
1348,Ngfr,Ras signaling pathway,Elk1,0.005304232,Environmental Information Processing,Signal transduction
1349,Ngfr,Ras signaling pathway,Ets1,0.005304232,Environmental Information Processing,Signal transduction
1350,Ngfr,Ras signaling pathway,Ets2,0.005304232,Environmental Information Processing,Signal transduction
1351,Ngfr,Ras signaling pathway,Mapk1,0.00490638,Environmental Information Processing,Signal transduction
1352,Ngfr,Ras signaling pathway,Mapk10,0.004679669,Environmental Information Processing,Signal transduction
1353,Ngfr,Ras signaling pathway,Mapk3,0.00490638,Environmental Information Processing,Signal transduction
1354,Ngfr,Ras signaling pathway,Mapk8,0.004679669,Environmental Information Processing,Signal transduction
1355,Ngfr,Ras signaling pathway,Mapk9,0.004679669,Environmental Information Processing,Signal transduction
1356,Ngfr,Ras signaling pathway,Nfkb1,0.002669147,Environmental Information Processing,Signal transduction
1357,Ngfr,Ras signaling pathway,Rel,0.003852078,Environmental Information Processing,Signal transduction
1358,Ngfr,Ras signaling pathway,Rela,0.002669147,Environmental Information Processing,Signal transduction
1359,Ngfr,Ras signaling pathway,Sos1,0.062875929,Environmental Information Processing,Signal transduction
1360,Ngfr,Ras signaling pathway,Sos2,0.062875929,Environmental Information Processing,Signal transduction
1361,Ngfr,Ras signaling pathway,Abl1,0.006092277,Environmental Information Processing,Signal transduction
1362,Ngfr,Ras signaling pathway,Foxo4,0.00180628,Environmental Information Processing,Signal transduction
1363,Ngfr,Ras signaling pathway,Ikbkb,0.00180628,Environmental Information Processing,Signal transduction
1364,Ngfr,Ras signaling pathway,Raf1,0.007775317,Environmental Information Processing,Signal transduction
1365,Ngfr,Ras signaling pathway,Rala,0.006092277,Environmental Information Processing,Signal transduction
1366,Ngfr,Ras signaling pathway,Ikbkg,0.00180628,Environmental Information Processing,Signal transduction
1367,Ntrk2,Ras signaling pathway,Akt1,0.002373426,Environmental Information Processing,Signal transduction
1368,Ntrk2,Ras signaling pathway,Elk1,0.005304232,Environmental Information Processing,Signal transduction
1369,Ntrk2,Ras signaling pathway,Ets1,0.005304232,Environmental Information Processing,Signal transduction
1370,Ntrk2,Ras signaling pathway,Ets2,0.005304232,Environmental Information Processing,Signal transduction
1371,Ntrk2,Ras signaling pathway,Mapk1,0.00490638,Environmental Information Processing,Signal transduction
1372,Ntrk2,Ras signaling pathway,Mapk10,0.004679669,Environmental Information Processing,Signal transduction
1373,Ntrk2,Ras signaling pathway,Mapk3,0.00490638,Environmental Information Processing,Signal transduction
1374,Ntrk2,Ras signaling pathway,Mapk8,0.004679669,Environmental Information Processing,Signal transduction
1375,Ntrk2,Ras signaling pathway,Mapk9,0.004679669,Environmental Information Processing,Signal transduction
1376,Ntrk2,Ras signaling pathway,Nfkb1,0.002669147,Environmental Information Processing,Signal transduction
1377,Ntrk2,Ras signaling pathway,Rel,0.003852078,Environmental Information Processing,Signal transduction
1378,Ntrk2,Ras signaling pathway,Rela,0.002669147,Environmental Information Processing,Signal transduction
1379,Ntrk2,Ras signaling pathway,Sos1,0.062875929,Environmental Information Processing,Signal transduction
1380,Ntrk2,Ras signaling pathway,Sos2,0.062875929,Environmental Information Processing,Signal transduction
1381,Ntrk2,Ras signaling pathway,Abl1,0.006092277,Environmental Information Processing,Signal transduction
1382,Ntrk2,Ras signaling pathway,Foxo4,0.00180628,Environmental Information Processing,Signal transduction
1383,Ntrk2,Ras signaling pathway,Ikbkb,0.00180628,Environmental Information Processing,Signal transduction
1384,Ntrk2,Ras signaling pathway,Raf1,0.007775317,Environmental Information Processing,Signal transduction
1385,Ntrk2,Ras signaling pathway,Rala,0.006092277,Environmental Information Processing,Signal transduction
1386,Ntrk2,Ras signaling pathway,Ikbkg,0.00180628,Environmental Information Processing,Signal transduction
1387,Igf1r,Ras signaling pathway,Akt1,0.002373426,Environmental Information Processing,Signal transduction
1388,Igf1r,Ras signaling pathway,Elk1,0.005304232,Environmental Information Processing,Signal transduction
1389,Igf1r,Ras signaling pathway,Ets1,0.005304232,Environmental Information Processing,Signal transduction
1390,Igf1r,Ras signaling pathway,Ets2,0.005304232,Environmental Information Processing,Signal transduction
1391,Igf1r,Ras signaling pathway,Mapk1,0.00490638,Environmental Information Processing,Signal transduction
1392,Igf1r,Ras signaling pathway,Mapk10,0.004679669,Environmental Information Processing,Signal transduction
1393,Igf1r,Ras signaling pathway,Mapk3,0.00490638,Environmental Information Processing,Signal transduction
1394,Igf1r,Ras signaling pathway,Mapk8,0.004679669,Environmental Information Processing,Signal transduction
1395,Igf1r,Ras signaling pathway,Mapk9,0.004679669,Environmental Information Processing,Signal transduction
1396,Igf1r,Ras signaling pathway,Nfkb1,0.002669147,Environmental Information Processing,Signal transduction
1397,Igf1r,Ras signaling pathway,Rel,0.003852078,Environmental Information Processing,Signal transduction
1398,Igf1r,Ras signaling pathway,Rela,0.002669147,Environmental Information Processing,Signal transduction
1399,Igf1r,Ras signaling pathway,Sos1,0.062875929,Environmental Information Processing,Signal transduction
1400,Igf1r,Ras signaling pathway,Sos2,0.062875929,Environmental Information Processing,Signal transduction
1401,Igf1r,Ras signaling pathway,Abl1,0.006092277,Environmental Information Processing,Signal transduction
1402,Igf1r,Ras signaling pathway,Foxo4,0.00180628,Environmental Information Processing,Signal transduction
1403,Igf1r,Ras signaling pathway,Ikbkb,0.00180628,Environmental Information Processing,Signal transduction
1404,Igf1r,Ras signaling pathway,Raf1,0.007775317,Environmental Information Processing,Signal transduction
1405,Igf1r,Ras signaling pathway,Rala,0.006092277,Environmental Information Processing,Signal transduction
1406,Igf1r,Ras signaling pathway,Ikbkg,0.00180628,Environmental Information Processing,Signal transduction
1407,Igf2r,Ras signaling pathway,Akt1,0.002373426,Environmental Information Processing,Signal transduction
1408,Igf2r,Ras signaling pathway,Elk1,0.005304232,Environmental Information Processing,Signal transduction
1409,Igf2r,Ras signaling pathway,Ets1,0.005304232,Environmental Information Processing,Signal transduction
1410,Igf2r,Ras signaling pathway,Ets2,0.005304232,Environmental Information Processing,Signal transduction
1411,Igf2r,Ras signaling pathway,Mapk1,0.00490638,Environmental Information Processing,Signal transduction
1412,Igf2r,Ras signaling pathway,Mapk10,0.004679669,Environmental Information Processing,Signal transduction
1413,Igf2r,Ras signaling pathway,Mapk3,0.00490638,Environmental Information Processing,Signal transduction
1414,Igf2r,Ras signaling pathway,Mapk8,0.004679669,Environmental Information Processing,Signal transduction
1415,Igf2r,Ras signaling pathway,Mapk9,0.004679669,Environmental Information Processing,Signal transduction
1416,Igf2r,Ras signaling pathway,Nfkb1,0.002669147,Environmental Information Processing,Signal transduction
1417,Igf2r,Ras signaling pathway,Rel,0.003852078,Environmental Information Processing,Signal transduction
1418,Igf2r,Ras signaling pathway,Rela,0.002669147,Environmental Information Processing,Signal transduction
1419,Igf2r,Ras signaling pathway,Sos1,0.062875929,Environmental Information Processing,Signal transduction
1420,Igf2r,Ras signaling pathway,Sos2,0.062875929,Environmental Information Processing,Signal transduction
1421,Igf2r,Ras signaling pathway,Abl1,0.006092277,Environmental Information Processing,Signal transduction
1422,Igf2r,Ras signaling pathway,Foxo4,0.00180628,Environmental Information Processing,Signal transduction
1423,Igf2r,Ras signaling pathway,Ikbkb,0.00180628,Environmental Information Processing,Signal transduction
1424,Igf2r,Ras signaling pathway,Raf1,0.007775317,Environmental Information Processing,Signal transduction
1425,Igf2r,Ras signaling pathway,Rala,0.006092277,Environmental Information Processing,Signal transduction
1426,Igf2r,Ras signaling pathway,Ikbkg,0.00180628,Environmental Information Processing,Signal transduction
1427,Kit,Ras signaling pathway,Akt1,0.002373426,Environmental Information Processing,Signal transduction
1428,Kit,Ras signaling pathway,Elk1,0.005304232,Environmental Information Processing,Signal transduction
1429,Kit,Ras signaling pathway,Ets1,0.005304232,Environmental Information Processing,Signal transduction
1430,Kit,Ras signaling pathway,Ets2,0.005304232,Environmental Information Processing,Signal transduction
1431,Kit,Ras signaling pathway,Mapk1,0.00490638,Environmental Information Processing,Signal transduction
1432,Kit,Ras signaling pathway,Mapk10,0.004679669,Environmental Information Processing,Signal transduction
1433,Kit,Ras signaling pathway,Mapk3,0.00490638,Environmental Information Processing,Signal transduction
1434,Kit,Ras signaling pathway,Mapk8,0.004679669,Environmental Information Processing,Signal transduction
1435,Kit,Ras signaling pathway,Mapk9,0.004679669,Environmental Information Processing,Signal transduction
1436,Kit,Ras signaling pathway,Nfkb1,0.002669147,Environmental Information Processing,Signal transduction
1437,Kit,Ras signaling pathway,Rel,0.003852078,Environmental Information Processing,Signal transduction
1438,Kit,Ras signaling pathway,Rela,0.002669147,Environmental Information Processing,Signal transduction
1439,Kit,Ras signaling pathway,Sos1,0.062875929,Environmental Information Processing,Signal transduction
1440,Kit,Ras signaling pathway,Sos2,0.062875929,Environmental Information Processing,Signal transduction
1441,Kit,Ras signaling pathway,Abl1,0.006092277,Environmental Information Processing,Signal transduction
1442,Kit,Ras signaling pathway,Foxo4,0.00180628,Environmental Information Processing,Signal transduction
1443,Kit,Ras signaling pathway,Ikbkb,0.00180628,Environmental Information Processing,Signal transduction
1444,Kit,Ras signaling pathway,Raf1,0.007775317,Environmental Information Processing,Signal transduction
1445,Kit,Ras signaling pathway,Rala,0.006092277,Environmental Information Processing,Signal transduction
1446,Kit,Ras signaling pathway,Ikbkg,0.00180628,Environmental Information Processing,Signal transduction
1447,Kdr,Ras signaling pathway,Akt1,0.002373426,Environmental Information Processing,Signal transduction
1448,Kdr,Ras signaling pathway,Elk1,0.005304232,Environmental Information Processing,Signal transduction
1449,Kdr,Ras signaling pathway,Ets1,0.005304232,Environmental Information Processing,Signal transduction
1450,Kdr,Ras signaling pathway,Ets2,0.005304232,Environmental Information Processing,Signal transduction
1451,Kdr,Ras signaling pathway,Mapk1,0.00490638,Environmental Information Processing,Signal transduction
1452,Kdr,Ras signaling pathway,Mapk10,0.004679669,Environmental Information Processing,Signal transduction
1453,Kdr,Ras signaling pathway,Mapk3,0.00490638,Environmental Information Processing,Signal transduction
1454,Kdr,Ras signaling pathway,Mapk8,0.004679669,Environmental Information Processing,Signal transduction
1455,Kdr,Ras signaling pathway,Mapk9,0.004679669,Environmental Information Processing,Signal transduction
1456,Kdr,Ras signaling pathway,Nfkb1,0.002669147,Environmental Information Processing,Signal transduction
1457,Kdr,Ras signaling pathway,Rel,0.003852078,Environmental Information Processing,Signal transduction
1458,Kdr,Ras signaling pathway,Rela,0.002669147,Environmental Information Processing,Signal transduction
1459,Kdr,Ras signaling pathway,Sos1,0.062875929,Environmental Information Processing,Signal transduction
1460,Kdr,Ras signaling pathway,Sos2,0.062875929,Environmental Information Processing,Signal transduction
1461,Kdr,Ras signaling pathway,Abl1,0.006092277,Environmental Information Processing,Signal transduction
1462,Kdr,Ras signaling pathway,Foxo4,0.00180628,Environmental Information Processing,Signal transduction
1463,Kdr,Ras signaling pathway,Ikbkb,0.00180628,Environmental Information Processing,Signal transduction
1464,Kdr,Ras signaling pathway,Raf1,0.007775317,Environmental Information Processing,Signal transduction
1465,Kdr,Ras signaling pathway,Rala,0.006092277,Environmental Information Processing,Signal transduction
1466,Kdr,Ras signaling pathway,Ikbkg,0.00180628,Environmental Information Processing,Signal transduction
1467,Flt4,Ras signaling pathway,Akt1,0.002373426,Environmental Information Processing,Signal transduction
1468,Flt4,Ras signaling pathway,Elk1,0.005304232,Environmental Information Processing,Signal transduction
1469,Flt4,Ras signaling pathway,Ets1,0.005304232,Environmental Information Processing,Signal transduction
1470,Flt4,Ras signaling pathway,Ets2,0.005304232,Environmental Information Processing,Signal transduction
1471,Flt4,Ras signaling pathway,Mapk1,0.00490638,Environmental Information Processing,Signal transduction
1472,Flt4,Ras signaling pathway,Mapk10,0.004679669,Environmental Information Processing,Signal transduction
1473,Flt4,Ras signaling pathway,Mapk3,0.00490638,Environmental Information Processing,Signal transduction
1474,Flt4,Ras signaling pathway,Mapk8,0.004679669,Environmental Information Processing,Signal transduction
1475,Flt4,Ras signaling pathway,Mapk9,0.004679669,Environmental Information Processing,Signal transduction
1476,Flt4,Ras signaling pathway,Nfkb1,0.002669147,Environmental Information Processing,Signal transduction
1477,Flt4,Ras signaling pathway,Rel,0.003852078,Environmental Information Processing,Signal transduction
1478,Flt4,Ras signaling pathway,Rela,0.002669147,Environmental Information Processing,Signal transduction
1479,Flt4,Ras signaling pathway,Sos1,0.062875929,Environmental Information Processing,Signal transduction
1480,Flt4,Ras signaling pathway,Sos2,0.062875929,Environmental Information Processing,Signal transduction
1481,Flt4,Ras signaling pathway,Abl1,0.006092277,Environmental Information Processing,Signal transduction
1482,Flt4,Ras signaling pathway,Foxo4,0.00180628,Environmental Information Processing,Signal transduction
1483,Flt4,Ras signaling pathway,Ikbkb,0.00180628,Environmental Information Processing,Signal transduction
1484,Flt4,Ras signaling pathway,Raf1,0.007775317,Environmental Information Processing,Signal transduction
1485,Flt4,Ras signaling pathway,Rala,0.006092277,Environmental Information Processing,Signal transduction
1486,Flt4,Ras signaling pathway,Ikbkg,0.00180628,Environmental Information Processing,Signal transduction
1487,Csf1r,Ras signaling pathway,Akt1,0.002373426,Environmental Information Processing,Signal transduction
1488,Csf1r,Ras signaling pathway,Elk1,0.005304232,Environmental Information Processing,Signal transduction
1489,Csf1r,Ras signaling pathway,Ets1,0.005304232,Environmental Information Processing,Signal transduction
1490,Csf1r,Ras signaling pathway,Ets2,0.005304232,Environmental Information Processing,Signal transduction
1491,Csf1r,Ras signaling pathway,Mapk1,0.00490638,Environmental Information Processing,Signal transduction
1492,Csf1r,Ras signaling pathway,Mapk10,0.004679669,Environmental Information Processing,Signal transduction
1493,Csf1r,Ras signaling pathway,Mapk3,0.00490638,Environmental Information Processing,Signal transduction
1494,Csf1r,Ras signaling pathway,Mapk8,0.004679669,Environmental Information Processing,Signal transduction
1495,Csf1r,Ras signaling pathway,Mapk9,0.004679669,Environmental Information Processing,Signal transduction
1496,Csf1r,Ras signaling pathway,Nfkb1,0.002669147,Environmental Information Processing,Signal transduction
1497,Csf1r,Ras signaling pathway,Rel,0.003852078,Environmental Information Processing,Signal transduction
1498,Csf1r,Ras signaling pathway,Rela,0.002669147,Environmental Information Processing,Signal transduction
1499,Csf1r,Ras signaling pathway,Sos1,0.062875929,Environmental Information Processing,Signal transduction
1500,Csf1r,Ras signaling pathway,Sos2,0.062875929,Environmental Information Processing,Signal transduction
1501,Csf1r,Ras signaling pathway,Abl1,0.006092277,Environmental Information Processing,Signal transduction
1502,Csf1r,Ras signaling pathway,Foxo4,0.00180628,Environmental Information Processing,Signal transduction
1503,Csf1r,Ras signaling pathway,Ikbkb,0.00180628,Environmental Information Processing,Signal transduction
1504,Csf1r,Ras signaling pathway,Raf1,0.007775317,Environmental Information Processing,Signal transduction
1505,Csf1r,Ras signaling pathway,Rala,0.006092277,Environmental Information Processing,Signal transduction
1506,Csf1r,Ras signaling pathway,Ikbkg,0.00180628,Environmental Information Processing,Signal transduction
1507,Ntrk1,Ras signaling pathway,Akt1,0.002373426,Environmental Information Processing,Signal transduction
1508,Ntrk1,Ras signaling pathway,Elk1,0.005304232,Environmental Information Processing,Signal transduction
1509,Ntrk1,Ras signaling pathway,Ets1,0.005304232,Environmental Information Processing,Signal transduction
1510,Ntrk1,Ras signaling pathway,Ets2,0.005304232,Environmental Information Processing,Signal transduction
1511,Ntrk1,Ras signaling pathway,Mapk1,0.00490638,Environmental Information Processing,Signal transduction
1512,Ntrk1,Ras signaling pathway,Mapk10,0.004679669,Environmental Information Processing,Signal transduction
1513,Ntrk1,Ras signaling pathway,Mapk3,0.00490638,Environmental Information Processing,Signal transduction
1514,Ntrk1,Ras signaling pathway,Mapk8,0.004679669,Environmental Information Processing,Signal transduction
1515,Ntrk1,Ras signaling pathway,Mapk9,0.004679669,Environmental Information Processing,Signal transduction
1516,Ntrk1,Ras signaling pathway,Nfkb1,0.002669147,Environmental Information Processing,Signal transduction
1517,Ntrk1,Ras signaling pathway,Rel,0.003852078,Environmental Information Processing,Signal transduction
1518,Ntrk1,Ras signaling pathway,Rela,0.002669147,Environmental Information Processing,Signal transduction
1519,Ntrk1,Ras signaling pathway,Sos1,0.062875929,Environmental Information Processing,Signal transduction
1520,Ntrk1,Ras signaling pathway,Sos2,0.062875929,Environmental Information Processing,Signal transduction
1521,Ntrk1,Ras signaling pathway,Abl1,0.006092277,Environmental Information Processing,Signal transduction
1522,Ntrk1,Ras signaling pathway,Foxo4,0.00180628,Environmental Information Processing,Signal transduction
1523,Ntrk1,Ras signaling pathway,Ikbkb,0.00180628,Environmental Information Processing,Signal transduction
1524,Ntrk1,Ras signaling pathway,Raf1,0.007775317,Environmental Information Processing,Signal transduction
1525,Ntrk1,Ras signaling pathway,Rala,0.006092277,Environmental Information Processing,Signal transduction
1526,Ntrk1,Ras signaling pathway,Ikbkg,0.00180628,Environmental Information Processing,Signal transduction
1527,Met,Ras signaling pathway,Akt1,0.002373426,Environmental Information Processing,Signal transduction
1528,Met,Ras signaling pathway,Elk1,0.005304232,Environmental Information Processing,Signal transduction
1529,Met,Ras signaling pathway,Ets1,0.005304232,Environmental Information Processing,Signal transduction
1530,Met,Ras signaling pathway,Ets2,0.005304232,Environmental Information Processing,Signal transduction
1531,Met,Ras signaling pathway,Mapk1,0.00490638,Environmental Information Processing,Signal transduction
1532,Met,Ras signaling pathway,Mapk10,0.004679669,Environmental Information Processing,Signal transduction
1533,Met,Ras signaling pathway,Mapk3,0.00490638,Environmental Information Processing,Signal transduction
1534,Met,Ras signaling pathway,Mapk8,0.004679669,Environmental Information Processing,Signal transduction
1535,Met,Ras signaling pathway,Mapk9,0.004679669,Environmental Information Processing,Signal transduction
1536,Met,Ras signaling pathway,Nfkb1,0.002669147,Environmental Information Processing,Signal transduction
1537,Met,Ras signaling pathway,Rel,0.003852078,Environmental Information Processing,Signal transduction
1538,Met,Ras signaling pathway,Rela,0.002669147,Environmental Information Processing,Signal transduction
1539,Met,Ras signaling pathway,Sos1,0.062875929,Environmental Information Processing,Signal transduction
1540,Met,Ras signaling pathway,Sos2,0.062875929,Environmental Information Processing,Signal transduction
1541,Met,Ras signaling pathway,Abl1,0.006092277,Environmental Information Processing,Signal transduction
1542,Met,Ras signaling pathway,Foxo4,0.00180628,Environmental Information Processing,Signal transduction
1543,Met,Ras signaling pathway,Ikbkb,0.00180628,Environmental Information Processing,Signal transduction
1544,Met,Ras signaling pathway,Raf1,0.007775317,Environmental Information Processing,Signal transduction
1545,Met,Ras signaling pathway,Rala,0.006092277,Environmental Information Processing,Signal transduction
1546,Met,Ras signaling pathway,Ikbkg,0.00180628,Environmental Information Processing,Signal transduction
1547,Epha2,Ras signaling pathway,Akt1,0.002373426,Environmental Information Processing,Signal transduction
1548,Epha2,Ras signaling pathway,Elk1,0.005304232,Environmental Information Processing,Signal transduction
